排名,电影名称,上映时间,总票房(元),平均票价,平均场次
1266,永无止境,,45079028,31,17
1267,星球大战前传二：克隆人的进攻,2002/7/12,45000000,0,0
1268,丛林奇航,2021/11/12,44878968,38,4
1269,喵星人,2017/7/14,44776376,30,9
1270,罗宾汉,2010/6/11,44735408,33,26
1271,钢铁飞龙之奥特曼崛起,2019/1/18,44670867,36,6
1272,狂暴凶狮,2019/3/22,44651743,30,6
1273,声之形,2017/9/8,44505044,29,7
1274,铠甲勇士之雅塔莱斯,2014/10/1,44415107,30,19
1275,保持通话,2008/9/27,44414097,26,27
1276,王者之剑,2012/2/26,44393736,37,17
1277,阿童木,2009/10/23,44383214,26,24
1278,铤而走险,2019/8/30,44328160,36,4
1279,劫案迷云,2013/3/1,44257244,31,13
1280,冰川时代2：融冰之灾,2014/10/13,44154665,34,10
1281,HOLD住爱,2012/8/23,44136267,32,16
1282,白雪公主之魔镜魔镜,2012/6/1,44131603,31,20
1283,我们的十年,2016/9/2,44085284,28,7
1284,赛尔号之寻找凤凰神兽,2011/7/28,44032603,28,21
1285,倾城之泪,2011/12/22,43975973,34,15
1286,魔弦传说,2017/1/13,43959400,33,6
1287,饭局也疯狂,2012/1/23,43815072,31,27
1288,阳光劫匪,2021/5/1,43746998,37,7
1289,猪猪侠之勇闯巨人岛,2014/5/31,43650432,30,17
1290,控制,2013/11/22,43627427,31,11
1291,犬之岛,2018/4/20,43525031,33,6
1292,绣花鞋,2012/3/31,43432179,31,13
1293,大耳朵图图之美食狂想曲,2017/7/28,43289336,30,11
1294,冰雪大作战,2017/4/1,43234486,31,8
1295,冰河追凶,2016/4/15,43205127,28,7
1296,新警察故事,2004/9/24,43003938,25506,20
1297,大腕,2001/12/21,43003777,66880,40
1298,黑客帝国3：矩阵革命,2003/11/5,43000000,0,0
1299,黑客帝国2：重装上阵,2003/7/17,43000000,0,0
1300,大武生,2011/9/9,42676753,33,16
1301,十月初五的月光,2015/11/20,42617359,32,18
1302,我的女友是机器人,2020/9/11,42461178,35,5
1303,新大头儿子和小头爸爸之秘密计划,2014/9/26,42446584,29,15
1304,乐高蝙蝠侠大电影,2017/3/3,42110776,34,7
1305,真相禁区,2016/1/22,42038420,28,8
1306,一生有你2019,2019/11/29,41888936,32,5
1307,解放·终局营救,2019/12/27,41772643,48,7
1308,宅女侦探桂香,2015/8/13,41369064,33,8
1309,雷霆沙赞！众神之怒,2023/3/17,41214902,37,2
1310,天地英雄,2003/9/3,41017097,35823,8
1311,韩城攻略,2005/2/8,41003192,62696,30
1312,蜘蛛侠,2002/8/7,41000000,0,0
1313,闪电狗,2008/12/24,40878718,48,40
1314,李雷和韩梅梅,2017/6/9,40850261,29,8
1315,江山美人,2008/3/7,40788202,27,20
1316,钢铁飞龙之再见奥特曼,2017/10/1,40726036,32,12
1317,济公之降龙降世,2021/7/16,40640437,35,4
1318,奥林匹斯的陷落,2013/12/29,40331562,33,15
1319,了不起的菲丽西,2017/2/1,40290417,33,15
1320,毒。诫,2017/5/12,40254222,32,7
1321,辛巴达历险记2013,2013/5/31,40221028,28,18
1322,张思德,2004/10/10,40048366,5456,82
1323,特务迷城,2001/1/31,40007023,94803,21
1324,家有喜事2009,2009/1/22,39919467,27,38
1325,三个火枪手,2012/5/15,39777065,38,12
1326,摇滚藏獒,2016/7/8,39650579,30,16
1327,斑马总动员,2014/12/31,39570580,34,15
1328,将错就错,2015/3/5,39374095,30,10
1329,卧底巨星,2018/1/12,39274004,31,7
1330,跳舞吧！大象,2019/7/26,39157463,33,6
1331,气喘吁吁,2009/8/28,39113788,29,25
1332,我的英雄学院：两位英雄,2019/3/15,38795243,32,6
1333,新猪猪侠大电影·超级赛车,2023/4/29,38704914,33,7
1334,哈利·波特与阿兹卡班的囚徒,2004/9/10,38704445,118362,6
1335,鲨海,2017/12/8,38700659,28,6
1336,人狼大战,2012/5/18,38484129,32,12
1337,拯救甜甜圈：时空大营救,2021/10/3,38380629,37,7
1338,山海经之再见怪兽,2022/8/13,38284978,36,5
1339,巴啦啦小魔仙之魔箭公主,2015/10/1,38284123,33,22
1340,女巫季节,2011/8/19,38175348,30,19
1341,七十二家租客,2010/2/11,38160000,34,25
1342,72家租客 2011,2011/2/11,38100734,31,40
1343,妈妈咪鸭,2018/3/9,38085578,31,8
1344,战神纪,2018/4/28,38076335,35,5
1345,大武当之天地密码,2012/7/6,37958734,31,16
1346,神奇海盗团,2012/6/1,37940089,35,24
1347,大闹西游,2018/9/22,37924816,33,8
1348,圣斗士星矢：圣域传说,2016/2/26,37870813,28,9
1349,惊天救援,2023/4/28,37655492,41,6
1350,人在囧途,2010/6/4,37634692,27,22
1351,垫底辣妹,2016/4/14,37577591,28,11
1352,我最好朋友的婚礼,2016/8/5,37448986,29,11
1353,有完没完,2017/4/1,37420997,29,8
1354,神探驾到,2015/2/6,37407089,32,13
1355,美丽密令,2010/3/30,37405343,30,24
1356,至暗时刻,2017/12/1,37313108,34,9
1357,甜蜜杀机,2014/3/7,37235001,30,10
1358,魔侠传之唐吉可德,2010/10/15,37118245,39,20
1359,坚不可摧,2015/1/30,36839985,33,16
1360,我是你妈,2018/5/11,36822432,32,6
1361,不能说的秘密,2007/7/31,36756809,1714,27
1362,绝命航班,2014/3/21,36734993,38,10
1363,暴风,2023/4/14,36692705,38,3
1364,史努比：花生大电影,2015/11/6,36688127,32,10
1365,那件疯狂的小事叫爱情,2016/8/12,36592917,30,11
1366,我的战争,2016/9/15,36483996,34,8
1367,徒手攀岩,2019/9/6,36458970,36,5
1368,一条狗的回家路,2019/1/18,36432509,31,6
1369,天亮之前,2016/7/22,36405587,32,8
1370,抢劫坚果店,2014/12/26,36378441,30,15
1371,波斯语课,2021/3/19,36331324,37,4
1372,冰河世纪2：冰川融解,2006/6/9,36310000,0,0
1373,冲天火,2016/11/25,36167942,29,7
1374,云水谣,2006/12/1,36149034,2273,26
1375,苏丹,2018/8/31,36144504,30,6
1376,海的尽头是草原,2022/9/9,36134627,37,3
1377,猪猪侠·不可思议的世界,2019/7/5,36123572,32,6
1378,不老奇事,2021/11/5,36110592,34,4
1379,曾经相爱的我们,2021/12/10,36026363,34,3
1380,无间道3,2003/12/11,36009767,15877,61
1381,驱魔者,2011/11/29,36000303,36,16
1382,国家宝藏,2005/3/18,36000000,0,0
1383,第一次,2012/6/8,35807004,32,15
1384,水啸雾都,2008/9/14,35777885,27,26
1385,冰雪女皇之冬日魔咒,2016/12/31,35750004,31,10
1386,开心超人,2013/6/28,35663606,29,18
1387,幻体：续命游戏,2016/5/12,35655051,25,8
1388,海底总动员,2003/7/30,35530000,0,0
1389,无所不能,2019/6/5,35461900,32,8
1390,末日迷踪,2016/2/26,35398738,29,9
1391,通灵神探,2016/1/14,35388916,29,11
1392,兄弟之生死同盟,2007/10/18,35385288,223,47
1393,笔仙惊魂3,2014/4/4,35314972,29,10
1394,我的父亲焦裕禄,2021/8/6,35201844,44,12
1395,全城通缉,2014/11/6,35048601,31,11
1396,蒸发太平洋,2016/1/29,35045715,34,6
1397,绝地战警：疾速追击,2020/8/14,35040230,30,5
1398,忍者神龟,2007/5/18,35023938,64029,10
1399,雪花秘扇,2011/6/24,35023632,34,20
1400,脱单告急,2018/4/20,35020600,32,4
1401,龙骑士,2007/4/5,35006061,239768,15
1402,杨门女将之军令如山,2011/11/18,34945513,31,16
1403,低压槽：欲望之城,2018/4/28,34909216,37,5
1404,史前怪兽,2013/12/31,34832254,35,13
1405,老鹰抓小鸡,2021/10/1,34792226,34,7
1406,太空一号,2012/8/7,34733513,30,15
1407,那年夏天你去了哪里,2016/12/30,34687808,28,8
1408,导火线,2007/8/3,34618634,1162,4
1409,命运呼叫转移,2007/11/29,34592377,913,12
1410,年兽大作战,2016/2/8,34510872,30,19
1411,冰封侠:时空行者,2018/11/2,34498093,32,4
1412,红星照耀中国,2019/8/8,34384440,37,5
1413,萌鸡小队：萌闯新世界,2022/1/8,34381675,34,5
1414,野性的呼唤,2020/11/13,34353367,33,4
1415,末日逃生,2020/11/20,34268232,32,3
1416,我的新野蛮女友,2016/4/22,34193670,28,7
1417,男儿本色,2007/7/19,34086964,1532,31
1418,长江七号,2008/1/30,33986492,28,40
1419,怪物猎人,2020/12/4,33884567,36,9
1420,地铁惊魂,2005/4/8,33837624,35,22
1421,我和神马查干,2012/8/19,33768731,29,53
1422,黄金罗盘,2008/3/28,33609156,28,23
1423,铁血精英,2012/2/17,33518228,31,16
1424,天河,2014/11/15,33242278,30,96
1425,勇士,2016/10/14,33222697,27,10
1426,夜孔雀,2016/5/20,33184562,28,7
1427,黑白迷宫,2017/9/1,33114493,29,6
1428,大唐玄奘,2016/4/29,33035235,30,9
1429,重返·狼群,2017/6/16,32986706,32,9
1430,民警王法金,2008/12/4,32922698,36,64
1431,我的遗憾和你有关,2022/11/4,32838401,37,2
1432,我是霸王龙,2022/10/1,32768359,32,3
1433,家和万事惊,2019/1/18,32699004,40,7
1434,英雄本色,2017/11/17,32603927,32,7
1435,家园防线,2014/3/14,32549394,31,8
1436,蜂鸟特攻,2014/5/9,32448182,31,9
1437,山河故人,2015/10/30,32354657,33,11
1438,私奔B计划,2013/10/25,32328705,30,12
1439,麻烦家族,2017/5/11,32327351,32,6
1440,在一起,2013/2/12,32282912,35,15
1441,感动她77次,2021/5/14,32239643,33,3
1442,新步步惊心,2015/8/7,32214867,33,9
1443,天堂口,2007/8/16,32170984,16799,8
1444,寻龙夺宝,2011/3/11,32115888,30,16
1445,暮光之城4：破晓（上）,2012/10/23,31911903,32,10
1446,玩偶奇兵,2017/8/4,31722595,32,13
1447,命运之夜——天之杯：恶兆之花,2019/1/11,31694494,32,5
1448,龙珠超：布罗利,2019/5/24,31656558,30,4
1449,王牌,2014/12/31,31650545,32,10
1450,马达加斯加2：逃往非洲,2009/1/1,31628117,26,27
1451,困在时间里的父亲,2021/6/18,31618048,40,7
1452,新灰姑娘2,2022/10/1,31608131,34,3
1453,玩命追踪,2012/3/16,31554934,31,13
1454,白狐,2013/9/28,31540467,37,13
1455,爱呼2：爱情左右,2008/11/26,31528721,26,30
1456,赛尔号大电影7：疯狂机器城,2019/8/2,31510644,35,7
1457,误杀瞒天记,2022/4/15,31486136,32,3
1458,赤焰战场,2011/4/1,31472000,32,20
1459,假装情侣,2011/6/24,31335414,31,18
1460,一百零八,2021/5/15,31287649,46,7
1461,赛尔号2：雷伊与迈尔斯,2012/6/28,31219093,28,16
1462,的士速递5,2018/8/3,31210477,30,7
1463,男人如衣服,2012/10/12,31201992,30,11
1464,名侦探柯南：纯黑的恶梦,2016/11/25,31123631,27,10
1465,神秘代码,2009/10/30,31095814,30,26
1466,桃花运,2008/11/20,31000000,26,27
1467,龙之战,2008/5/13,31000000,26,19
1468,火海凌云,2016/8/19,30791887,33,10
1469,你是我的春天,2022/7/1,30663000,36,3
1470,佐罗传奇/蒙面侠苏洛2：不朽传奇,2005/10/28,30600000,0,0
1471,明天会好的,2021/4/2,30562273,37,4
1472,二哥来了怎么办,2021/7/16,30506003,34,2
1473,网络谜踪,2018/12/14,30505563,34,7
1474,青禾男高,2017/7/12,30409260,30,6
1475,阿唐奇遇,2017/7/21,30395104,30,8
1476,玩命快递2,2006/2/14,30380000,0,0
1477,你的世界如果没有我,2021/12/3,30352371,35,3
1478,间谍同盟,2016/11/30,30305625,30,9
1479,我爱的是你爱我,2013/11/8,30287659,31,10
1480,刑警兄弟,2016/4/22,30264319,29,10
1481,老爸102岁,2018/11/30,30229322,29,4
1482,奇葩朵朵,2018/4/4,30214511,32,5
1483,骑劫地下铁,2009/10/20,30150000,29,26
1484,土豪520,2015/5/21,30138514,32,8
1485,大战外星人,2009/3/31,30137709,45,25
1486,赤焰,2020/9/25,30108703,36,22
1487,如果·爱,2005/12/1,30076549,1369,9
1488,特警判官,2013/3/1,30065975,37,10
1489,超凡战队,2017/5/12,30054024,33,5
1490,越来越好之村晚,2013/2/10,30021621,32,14
1491,千里走单骑,2005/12/22,30013055,14285,25
1492,迈阿密风云,2006/11/3,30001231,681846,3
1493,猫头鹰王国,2010/11/12,29984293,39,21
1494,秦明·生死语者,2019/6/14,29951398,30,5
1495,东风雨,2010/4/22,29843460,34,19
1496,最后的风之子,2010/8/23,29810222,34,24
1497,兔侠之青黎传说,2015/2/21,29734745,40,27
1498,圣杯神器：骸骨之城,2014/1/3,29709764,31,13
1499,命运之夜——天之杯II ：迷失之蝶,2019/7/12,29698426,31,7
1500,战略特勤组,2011/7/10,29678877,32,22
1501,大话天仙,2014/2/2,29624273,30,12
1502,灵魂战车,2007/6/2,29603456,3378,13
1503,谍影特工,2016/3/4,29568667,29,9
1504,送我上青云,2019/8/16,29540333,36,7
1505,2019阅兵盛典,2020/10/1,29510805,38,13
1506,波西·杰克逊与神火之盗,2010/3/14,29467327,31,20
1507,烽火芳菲,2017/11/10,29444702,39,6
1508,猪猪侠大电影·海洋日记,2022/8/6,29410618,33,4
1509,死无对证,2020/9/18,29356589,32,4
1510,幸福额度,2011/10/20,29348446,32,12
1511,午夜心跳,2010/12/24,29344111,31,22
1512,铁三角,2007/10/3,29327636,293,31
1513,完美假妻168,2014/3/4,29290270,31,10
1514,边境风云,2012/8/17,29236526,32,14
1515,龙凤店,2010/8/19,29212287,31,22
1516,宇宙英雄之超银河传说,2011/5/13,29017992,29,23
1517,第22届上海国际电影节,,28989324,61,1245
1518,考拉大冒险,2014/5/1,28938639,32,12
1519,我爱HK开心万岁,2011/1/31,28931599,33,31
1520,昆虫总动员,2014/8/22,28913969,34,13
1521,嘻游记,2010/7/2,28911118,27,24
1522,非常小特工之时间大盗,2012/3/6,28881208,35,14
1523,马达加斯加,2005/7/15,28869665,1032,24
1524,超级经纪人,2013/9/6,28830036,31,11
1525,最终幻想15：王者之剑,2017/3/10,28783123,30,4
1526,浪矢解忧杂货店,2018/2/2,28763587,31,6
1527,狼群,2022/9/9,28712382,37,2
1528,风语者,2002/9/13,28710000,0,0
1529,守护者联盟,2012/11/16,28672461,36,13
1530,车手,2012/6/21,28658756,31,15
1531,21座桥,2021/3/19,28634064,35,3
1532,恐龙王,2018/11/10,28623673,31,9
1533,月半爱丽丝,2020/10/30,28516176,33,3
1534,小飞侠：幻梦启航,2015/10/22,28488175,34,7
1535,照相师,2018/12/12,28443868,37,17
1536,崖上的波妞,2020/12/31,28427674,32,5
1537,第21届上海国际电影节,,28413635,67,261
1538,终结者3：机器的警觉,2003/8/29,28320000,0,0
1539,周恩来回延安,2019/5/15,28314376,33,11
1540,传奇的诞生,2018/9/7,28275452,31,5
1541,勇敢传说,2012/6/19,28266405,39,13
1542,雪暴,2019/4/30,28216453,33,6
1543,青春派,2013/8/2,28141192,29,14
1544,开心超人2：启源星之战,2014/7/18,28035487,33,13
1545,一声叹息,2000/9/15,28000210,350003,27
1546,翻译风波,2005/4/22,28000000,0,0
1547,绝密飞行,2005/9/7,28000000,0,0
1548,测谎人,2021/8/13,27880403,35,4
1549,金龟子,2018/2/2,27782218,32,7
1550,天书奇谭4K纪念版,2021/11/5,27777672,37,4
1551,一万年以后,2015/3/27,27776291,34,8
1552,胡桃夹子：魔境冒险,2012/1/17,27761646,35,21
1553,名侦探柯南2011：沉默的15分钟,2011/11/4,27689248,29,20
1554,匹夫,2012/4/23,27661508,31,14
1555,虎胆龙威4,2007/11/15,27599124,7381,8
1556,太极侠,2013/7/5,27566163,35,11
1557,恶人报喜,2016/1/23,27542917,30,11
1558,车在囧途,2012/4/1,27512665,30,12
1559,“吃吃”的爱,2017/5/27,27503259,33,9
1560,赛车风云,2009/4/15,27492854,30,19
1561,亚瑟王,2004/10/22,27407066,76343,28
1562,疯狂72小时,2014/6/6,27359083,30,9
1563,洛克王国！圣龙骑士,2011/9/30,27286482,26,20
1564,迷你世界之觉醒,2022/7/30,27200116,32,5
1565,暴雪将至,2017/11/17,27135212,31,5
1566,萨米大冒险,2012/9/30,27019631,34,16
1567,加勒比海盗：黑珍珠号的诅咒,2003/11/19,27000000,0,0
1568,三只小猪2,2017/5/27,26961781,30,8
1569,海洋,2011/8/12,26895245,32,24
1570,豚鼠特攻队,2009/11/24,26828695,41,31
1571,鸣梁海战,2014/12/12,26748489,31,9
1572,冷山,2004/4/30,26736075,3947,30
1573,兔子暴力,2021/8/14,26649510,34,3
1574,大路朝天,2018/12/22,26636440,39,53
1575,邓小平小道,2022/4/22,26592634,35,11
1576,绿毛怪格林奇,2018/12/14,26452010,34,6
1577,坠落,2022/11/18,26441867,36,2
1578,海底大冒险,2013/12/28,26423378,33,15
1579,2013上海国际电影节,,26407745,60,237
1580,第24届上海国际电影节,,26363359,38,469
1581,长安道,2019/11/15,26292945,39,5
1582,摩纳哥王妃,2014/6/20,26283184,33,10
1583,一切都好,2016/1/1,26233992,36,16
1584,夺命金,2012/2/3,26217423,32,15
1585,二次初恋,2017/8/31,26135895,32,9
1586,天脉传奇,2002/8/1,26000301,208002,18
1587,任长霞,2005/7/1,26000180,1444454,6
1588,剑蝶,2008/10/16,25973828,26,19
1589,我老公不靠谱,2012/12/7,25960881,30,10
1590,辛巴达历险记2,2014/5/30,25959548,28,16
1591,怨灵人偶,2014/12/31,25921244,33,9
1592,樱桃小丸子：来自意大利的少年,2016/9/23,25883725,27,6
1593,大城大楼,2021/7/23,25830207,44,32
1594,隐形人,2020/12/4,25827788,35,6
1595,封门诡影,2015/3/13,25817251,30,8
1596,东邪西毒:终极版,2009/3/27,25807650,29,18
1597,生死狙击,2007/4/20,25801410,344019,9
1598,精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,2017/11/11,25617900,28,6
1599,时空穿越者,2009/3/5,25607904,27,19
1600,功夫,2015/1/15,25601542,37,6
1601,忠爱无言,2017/6/9,25553773,28,10
1602,惊涛大冒险,2007/1/13,25500000,30,0
1603,第七个小矮人,2018/6/16,25490919,29,9
1604,狂蟒之灾2：搜寻血兰,2005/2/4,25400000,0,0
1605,抵达之谜,2020/7/31,25390468,30,4
1606,疯狂的石头,2006/6/30,25364155,2406,18
1607,大力神,2014/4/11,25361563,36,7
1608,81号农场之保卫麦咭,2013/9/28,25319193,28,11
1609,天道王,2020/10/15,25310323,31,21
1610,魁拔之大战元泱界,2013/5/31,25301304,34,13
1611,嫁个100分男人,2012/3/16,25261002,30,11
1612,潜艇总动员：地心游记,2021/6/12,25256903,32,6
1613,摩尔庄园2：海妖宝藏,2012/7/5,25254459,33,13
1614,血狼犬,2017/4/21,25187009,29,13
1615,七小罗汉,2010/7/23,25142778,31,29
1616,魁拔Ⅲ战神崛起,2014/10/1,25115379,34,13
1617,精灵王座,2016/8/19,25112848,32,11
1618,完美有多美,2017/2/17,25026488,36,9
1619,B+侦探,2011/4/29,25017766,32,17
1620,碟中谍2,2002/11/28,25005360,186607,45
1621,飞龙再生,2003/8/15,25003759,63623,7
1622,日常幻想指南,2021/9/19,24858556,33,3
1623,时空线索,2007/3/20,24800478,5639,18
1624,第二十届上海国际电影节国际展映活动,,24749770,65,258
1625,宝贝儿,2018/10/19,24723980,35,2
1626,狮口惊魂,2007/9/7,24713509,524,52
1627,小巷管家,2019/10/29,24688445,40,63
1628,龙在哪里?,2015/10/23,24620957,33,9
1629,我的拳王男友,2019/11/8,24578626,55,5
1630,暴走神探,2015/1/16,24563210,31,6
1631,极速天使,2011/12/27,24559806,32,16
1632,潜艇总动员：外星宝贝计划,2019/6/1,24547139,32,6
1633,破坏者,2015/4/24,24486820,31,9
1634,坏爸爸,2018/2/2,24477295,29,26
1635,白幽灵传奇之绝命逃亡,2015/4/3,24328400,37,8
1636,武汉日夜,2021/1/22,24311143,32,3
1637,天生不对,2017/11/10,24292123,31,6
1638,极地大冒险2,2014/2/2,24266098,33,14
1639,密室之不可告人,2010/10/29,24229173,29,18
1640,深夜食堂,2019/8/30,24228386,33,3
1641,我的男友和狗,2015/6/19,24198369,30,11
1642,百变爱人,2014/4/11,24157269,30,9
1643,憨豆的黄金周,2007/7/27,24138461,18497,10
1644,东京审判,2006/9/1,24102137,1943,41
1645,巧虎大飞船历险记,2019/6/1,24093307,36,9
1646,指环王：双塔奇兵,2003/4/25,24000000,0,0
1647,倒数说爱你,2023/4/28,23967136,38,5
1648,触不可及,2019/11/22,23957571,32,4
1649,我想吃掉你的胰脏,2019/1/18,23922579,30,5
1650,雨中的树,2012/9/19,23917483,26,39
1651,谍影重重3,2007/11/15,23901025,306423,6
1652,迷你特工队之拯救恐龙王,2021/11/27,23871755,30,5
1653,三只小猪与神灯,2015/6/27,23824027,29,12
1654,整形师·脸,2016/5/20,23752347,37,24
1655,来电惊魂,2006/8/11,23750000,27,0
1656,带你去见我妈,2022/1/7,23745295,34,8
1657,白蛇传·情,2021/5/20,23736674,38,5
1658,如影随心,2019/4/19,23692729,36,2
1659,意外的恋爱时光,2013/11/8,23627482,32,8
1660,冰雪女王4：魔镜世界,2019/8/2,23567508,31,7
1661,枕边有张脸,2013/6/14,23546771,29,9
1662,笔仙惊魂,2012/6/8,23511940,29,14
1663,圣诞玫瑰,2013/5/24,23494319,31,9
1664,地心营救,2016/3/4,23476594,29,8
1665,疯狂丑小鸭,2016/10/3,23446708,37,16
1666,危情三日,2011/4/29,23402113,32,20
1667,五月天追梦3DNA,2011/9/23,23290632,41,14
1668,老海的新生活,2014/12/31,23276961,41,110
1669,整编特工,2011/3/22,23274310,29,16
1670,美食总动员,2007/10/19,23272438,426,14
1671,硬汉2：奉陪到底,2011/4/1,23266795,32,14
1672,猎杀T34,2020/12/11,23256396,34,4
1673,双城计中计,2012/2/24,23075731,30,12
1674,我的兄弟姐妹,2001/6/13,23001682,55028,139
1675,老鼠爱上猫,2003/2/1,23000913,65717,29
1676,天下无双,2002/2/12,23000359,294876,20
1677,千机变2,2004/8/12,23000058,5750015,4
1678,海角七号,2009/2/14,23000000,38,27
1679,垂直极限,2001/3/16,23000000,0,0
1680,木乃伊归来,2001/10/11,23000000,0,0
1681,星际探索,2019/12/5,22921385,33,4
1682,荒村公寓,2010/8/13,22898582,30,29
1683,最青春,2014/10/14,22880193,41,111
1684,宝葫芦的秘密,2007/6/29,22872301,536,36
1685,勇士之门,2016/11/18,22836318,31,4
1686,贵族大盗,2015/4/17,22796665,31,9
1687,一场风花雪月的事,2013/8/8,22762670,32,13
1688,歌声的翅膀,2021/3/28,22743615,45,42
1689,唐顿庄园,2019/12/13,22626012,36,7
1690,嘉年华,2017/11/24,22611840,33,7
1691,打过长江去,2019/10/16,22588732,35,35
1692,食人虫,2014/10/10,22579833,37,8
1693,同谋,2013/4/27,22576385,32,10
1694,一个勺子,2015/11/20,22526943,29,10
1695,逃亡鳄鱼岛,2009/10/16,22508237,28,20
1696,世贸中心,2006/11/10,22500000,28,0
1697,素人特工,2019/7/12,22481511,32,4
1698,蜡笔小新：梦境世界大突击,2016/11/4,22455818,26,7
1699,防火墙,2006/4/11,22440000,0,0
1700,虎胆追凶,2018/9/21,22418765,31,4
1701,哆啦A梦06剧场版：大雄的恐龙,2007/7/19,22399956,302,32
1702,梅根,2023/3/17,22354022,34,2
1703,一级戒备,2006/5/11,22350000,0,0
1704,刀见笑,2011/3/17,22332792,31,11
1705,冒牌卧底,2016/12/29,22312189,31,18
1706,夺宝联盟,2013/1/15,22251938,31,14
1707,小虎墩大英雄,2022/2/1,22240148,49,6
1708,可爱的你,2015/3/20,22222470,32,7
1709,电梯惊魂,2013/2/22,22209890,30,11
1710,阿里巴巴与神灯,2020/9/5,22142734,34,5
1711,好命先生,2014/8/15,22126785,30,9
1712,极速赛车手,2008/8/10,22100000,26,16
1713,神秘世界历险记,2012/8/10,22089084,27,20
1714,阿里巴巴2所罗门封印,2016/4/30,22043330,35,16
1715,夜莺,2014/10/31,22041955,32,22
1716,河东狮吼,2002/9/29,22034441,16580,13
1717,白银帝国,2009/8/21,22012238,29,23
1718,蝙蝠侠与罗宾,2005/6/29,22000000,0,0
1719,一直一直都很喜欢你,2022/7/22,21996037,36,3
1720,无价之宝,2011/8/19,21961199,30,15
1721,情谜,2012/3/8,21954505,32,12
1722,魔幻仙踪,2014/5/30,21865472,33,15
1723,猫与桃花源,2018/4/5,21803032,33,8
1724,风云决,2008/7/19,21746642,25,23
1725,兰心大剧院,2021/10/15,21701513,38,3
1726,赛车总动员,2006/8/22,21585462,7425,13
1727,保持沉默,2019/8/23,21559730,34,5
1728,深海探奇,2010/7/30,21535384,42,23
1729,高海拔之恋2,2012/2/9,21488414,34,12
1730,谁说我们不会爱,2014/2/14,21465581,34,9
1731,宝莱坞机器人2.0：重生归来,2019/9/6,21441247,32,3
1732,托马斯大电影之了不起的比赛,2017/9/22,21362311,29,8
1733,麦兜·饭宝奇兵,2016/9/15,21359614,29,6
1734,终极快递,2011/7/2,21260037,31,20
1735,闯堂兔2疯狂马戏团,2015/1/1,21221920,32,12
1736,巴黎宝贝,2011/8/25,21204332,29,14
1737,X战警3：背水一战,2006/9/8,21155402,3892,22
1738,热气球飞行家,2020/11/13,21151276,36,3
1739,机器纪元,2014/11/28,21140705,30,8
1740,暗杀游戏,2016/10/14,21096010,31,4
1741,超级女特工,2009/4/28,21070149,28,22
1742,铁人,2009/5/1,21067011,19,47
1743,恐袭波士顿,2017/11/17,21061679,30,7
1744,深海之战,2011/12/6,21050974,35,13
1745,太空熊猫英雄归来,2016/4/2,21001619,37,12
1746,妄想症,2016/5/6,20956933,39,26
1747,海蒂和爷爷,2019/5/16,20936825,31,5
1748,张震讲故事之鬼迷心窍,2015/7/2,20933668,31,9
1749,冲锋车,2015/4/3,20919730,32,8
1750,一句顶一万句,2016/11/4,20899950,29,7
1751,5月天诺亚方舟,2013/9/19,20896455,40,11
1752,倔强萝卜,2009/10/23,20879399,28,23
1753,我在路上最爱你,2014/3/28,20851823,32,8
1754,龙牌之谜,2019/8/16,20830613,37,6
1755,美国骗局,2014/7/4,20830604,34,12
1756,精灵鼠小弟,2000/2/16,20800000,0,0
1757,青年马克思,2018/5/5,20779067,33,11
1758,中国合伙人2,2018/12/18,20767951,37,5
1759,八子,2019/6/21,20767451,31,5
1760,邹碧华,2017/10/4,20757027,48,52
1761,谍·莲花,2015/1/16,20711169,37,23
1762,魔镜奇缘2,2018/6/1,20634275,30,7
1763,玛丽与魔女之花,2018/4/28,20621899,30,6
1764,藏北秘岭·重返无人区,2018/8/31,20576169,32,11
1765,怒海争锋,2004/1/23,20453835,10237,13
1766,早安公主,2019/12/13,20418986,54,35
1767,我的野蛮女友2,2010/11/5,20382747,30,17
1768,爱得起,2009/2/13,20273115,31,20
1769,再次出发,2015/6/26,20270984,37,19
1770,可不可以不要离开我,2023/2/14,20265161,39,4
1771,再见，少年,2021/8/27,20243668,36,2
1772,公仆,2007/6/19,20243575,1092,39
1773,守护者：世纪战元,2017/5/19,20234684,32,4
1774,生死牛玉儒,2005/10/20,20152458,2524,45
1775,普罗米亚,2021/6/5,20139545,35,4
1776,碟仙诡谭,2014/8/8,20132295,28,11
1777,雨果,2012/5/31,20113057,40,14
1778,西点揭秘,2000/5/12,20100000,0,0
1779,日不落酒店,2021/3/19,20085379,34,2
1780,超能太阳鸭,2016/7/15,20082709,32,9
1781,王者之心,2007/4/19,20058657,1004,35
1782,天黑请闭眼,2004/4/1,20047184,2095,7
1783,十二星座离奇事件,2012/7/13,20045224,30,14
1784,极速风流,2015/12/11,20043383,30,7
1785,开心魔法,2011/12/1,20042902,30,14
1786,窈窕绅士,2009/9/28,20018506,28,22
1787,长江7号爱地球,2010/7/9,20009884,27,17
1788,周渔的火车,2003/2/13,20000000,0,0
1789,神奇四侠,2005/9/29,20000000,0,0
1790,加菲猫,2004/12/17,20000000,0,0
1791,角斗士,2000/8/12,20000000,0,0
1792,完美风暴,2000/11/3,20000000,0,0
1793,东京攻略,2000/2/1,20000000,0,0
